time_x,current_performance,target_performance,cpu_node_percentage,net_node_percentage,io_node_percentage
893,630000.000000,650000.000000,0.065000,0.029483,0.127077
898,710000.000000,650000.000000,0.065000,0.029483,0.127077
902,730000.000000,650000.000000,0.065000,0.029483,0.127077
907,670000.000000,650000.000000,0.065000,0.029483,0.127077
912,620000.000000,650000.000000,0.065000,0.029483,0.127077
917,660000.000000,650000.000000,0.065000,0.029483,0.127077
921,700000.000000,650000.000000,0.065000,0.029483,0.127077
926,640000.000000,650000.000000,0.065000,0.029483,0.127077
931,660000.000000,650000.000000,0.065000,0.029483,0.127077
936,660000.000000,650000.000000,0.065000,0.029483,0.127077
941,700000.000000,650000.000000,0.065000,0.029483,0.127077
945,670000.000000,650000.000000,0.065000,0.029483,0.127077
950,670000.000000,650000.000000,0.065000,0.029483,0.127077
955,640000.000000,650000.000000,0.065000,0.029483,0.127077
960,690000.000000,650000.000000,0.065000,0.029483,0.127077
965,660000.000000,650000.000000,0.065000,0.029483,0.127077
970,690000.000000,650000.000000,0.065000,0.029483,0.127077
975,710000.000000,650000.000000,0.065000,0.029483,0.127077
979,690000.000000,650000.000000,0.065000,0.029483,0.127077
984,640000.000000,650000.000000,0.065000,0.029483,0.127077
989,640000.000000,650000.000000,0.065000,0.029483,0.127077
994,690000.000000,650000.000000,0.065000,0.029483,0.127077
998,680000.000000,650000.000000,0.065000,0.029483,0.127077
1002,720000.000000,650000.000000,0.065000,0.029483,0.127077
1007,650000.000000,650000.000000,0.065000,0.029483,0.127077
1013,670000.000000,650000.000000,0.065000,0.029483,0.127077
1017,680000.000000,650000.000000,0.065000,0.029483,0.127077
1021,620000.000000,650000.000000,0.065000,0.029483,0.127077
1026,650000.000000,650000.000000,0.065000,0.029483,0.127077
1030,650000.000000,650000.000000,0.065000,0.029483,0.127077
1035,690000.000000,650000.000000,0.065000,0.029483,0.127077
1040,640000.000000,650000.000000,0.065000,0.029483,0.127077
1044,650000.000000,650000.000000,0.065000,0.029483,0.127077
1049,640000.000000,650000.000000,0.065000,0.029483,0.127077
1053,690000.000000,650000.000000,0.065000,0.029483,0.127077
1057,650000.000000,650000.000000,0.065000,0.029483,0.127077
1062,670000.000000,650000.000000,0.065000,0.029483,0.127077
1067,640000.000000,650000.000000,0.065000,0.029483,0.127077
1072,640000.000000,650000.000000,0.065000,0.029483,0.127077
1077,680000.000000,650000.000000,0.065000,0.029483,0.127077
1081,680000.000000,650000.000000,0.065000,0.029483,0.127077
1086,670000.000000,650000.000000,0.065000,0.029483,0.127077
1091,640000.000000,650000.000000,0.065000,0.029483,0.127077
1096,670000.000000,650000.000000,0.065000,0.029483,0.127077
1100,650000.000000,650000.000000,0.065000,0.029483,0.127077
1105,690000.000000,650000.000000,0.065000,0.029483,0.127077
1110,680000.000000,650000.000000,0.065000,0.029483,0.127077
1115,670000.000000,650000.000000,0.065000,0.029483,0.127077
1120,690000.000000,650000.000000,0.065000,0.029483,0.127077
1124,690000.000000,650000.000000,0.065000,0.029483,0.127077
1130,640000.000000,650000.000000,0.065000,0.029483,0.127077
1134,650000.000000,650000.000000,0.065000,0.029483,0.127077
1139,680000.000000,650000.000000,0.065000,0.029483,0.127077
1143,670000.000000,650000.000000,0.065000,0.029483,0.127077
1148,660000.000000,650000.000000,0.065000,0.029483,0.127077
1154,660000.000000,650000.000000,0.065000,0.029483,0.127077
1158,690000.000000,650000.000000,0.065000,0.029483,0.127077
1162,690000.000000,650000.000000,0.065000,0.029483,0.127077
1167,680000.000000,650000.000000,0.065000,0.029483,0.127077
1172,700000.000000,650000.000000,0.065000,0.029483,0.127077
1177,640000.000000,650000.000000,0.065000,0.029483,0.127077
1182,720000.000000,650000.000000,0.065000,0.029483,0.127077
1186,630000.000000,650000.000000,0.065000,0.029483,0.127077
1191,720000.000000,650000.000000,0.065000,0.029483,0.127077
1195,640000.000000,650000.000000,0.065000,0.029483,0.127077
1200,700000.000000,650000.000000,0.065000,0.029483,0.127077
1205,680000.000000,650000.000000,0.065000,0.029483,0.127077
1209,720000.000000,650000.000000,0.065000,0.029483,0.127077
1214,670000.000000,650000.000000,0.065000,0.029483,0.127077
1219,660000.000000,650000.000000,0.065000,0.029483,0.127077
1223,630000.000000,650000.000000,0.065000,0.029483,0.127077
1228,640000.000000,650000.000000,0.065000,0.029483,0.127077
1232,660000.000000,650000.000000,0.065000,0.029483,0.127077
1236,650000.000000,650000.000000,0.065000,0.029483,0.127077
1242,620000.000000,650000.000000,0.065000,0.029483,0.127077
1247,650000.000000,650000.000000,0.065000,0.029483,0.127077
1251,660000.000000,650000.000000,0.065000,0.029483,0.127077
1256,670000.000000,650000.000000,0.065000,0.029483,0.127077
1261,620000.000000,650000.000000,0.065000,0.029483,0.127077
1266,660000.000000,650000.000000,0.065000,0.029483,0.127077
1271,690000.000000,650000.000000,0.065000,0.029483,0.127077
1275,720000.000000,650000.000000,0.065000,0.029483,0.127077
1281,610000.000000,650000.000000,0.065000,0.029483,0.127077
1285,660000.000000,650000.000000,0.065000,0.029483,0.127077
1289,650000.000000,650000.000000,0.065000,0.029483,0.127077
1294,660000.000000,650000.000000,0.065000,0.029483,0.127077
1298,670000.000000,650000.000000,0.065000,0.029483,0.127077
1303,630000.000000,650000.000000,0.065000,0.029483,0.127077
1308,640000.000000,650000.000000,0.065000,0.029483,0.127077
1312,660000.000000,650000.000000,0.065000,0.029483,0.127077
1316,680000.000000,650000.000000,0.065000,0.029483,0.127077
1321,760000.000000,650000.000000,0.065000,0.029483,0.127077
1325,660000.000000,650000.000000,0.065000,0.029483,0.127077
1330,710000.000000,650000.000000,0.065000,0.029483,0.127077
1334,680000.000000,650000.000000,0.065000,0.029483,0.127077
1339,720000.000000,650000.000000,0.065000,0.029483,0.127077
1344,640000.000000,650000.000000,0.065000,0.029483,0.127077
1349,640000.000000,650000.000000,0.065000,0.029483,0.127077
1353,650000.000000,650000.000000,0.065000,0.029483,0.127077
1358,670000.000000,650000.000000,0.065000,0.029483,0.127077
1363,620000.000000,650000.000000,0.065000,0.029483,0.127077
1368,670000.000000,650000.000000,0.065000,0.029483,0.127077
1373,640000.000000,650000.000000,0.065000,0.029483,0.127077
1377,690000.000000,650000.000000,0.065000,0.029483,0.127077
1382,630000.000000,650000.000000,0.065000,0.029483,0.127077
1387,630000.000000,650000.000000,0.065000,0.029483,0.127077
1392,670000.000000,650000.000000,0.065000,0.029483,0.127077
1396,610000.000000,650000.000000,0.065000,0.029483,0.127077
1401,710000.000000,650000.000000,0.065000,0.029483,0.127077
1406,730000.000000,650000.000000,0.065000,0.029483,0.127077
1410,710000.000000,650000.000000,0.065000,0.029483,0.127077
1415,660000.000000,650000.000000,0.065000,0.029483,0.127077
1420,640000.000000,650000.000000,0.065000,0.029483,0.127077
1424,680000.000000,650000.000000,0.065000,0.029483,0.127077
1429,720000.000000,650000.000000,0.065000,0.029483,0.127077
1434,660000.000000,650000.000000,0.065000,0.029483,0.127077
1439,730000.000000,650000.000000,0.065000,0.029483,0.127077
1443,640000.000000,650000.000000,0.065000,0.029483,0.127077
1448,730000.000000,650000.000000,0.065000,0.029483,0.127077
1452,660000.000000,650000.000000,0.065000,0.029483,0.127077
1457,690000.000000,650000.000000,0.065000,0.029483,0.127077
1462,690000.000000,650000.000000,0.065000,0.029483,0.127077
1467,650000.000000,650000.000000,0.065000,0.029483,0.127077
1471,690000.000000,650000.000000,0.065000,0.029483,0.127077
1475,680000.000000,650000.000000,0.065000,0.029483,0.127077
1480,690000.000000,650000.000000,0.065000,0.029483,0.127077
1485,680000.000000,650000.000000,0.065000,0.029483,0.127077
1490,660000.000000,650000.000000,0.065000,0.029483,0.127077
1495,640000.000000,650000.000000,0.065000,0.029483,0.127077
1499,660000.000000,650000.000000,0.065000,0.029483,0.127077
1504,710000.000000,650000.000000,0.065000,0.029483,0.127077
1509,650000.000000,650000.000000,0.065000,0.029483,0.127077
1514,760000.000000,650000.000000,0.065000,0.029483,0.127077
1518,760000.000000,650000.000000,0.065000,0.029483,0.127077
1523,710000.000000,650000.000000,0.065000,0.029483,0.127077
1528,600000.000000,650000.000000,0.065000,0.029483,0.127077
1533,630000.000000,650000.000000,0.065000,0.029483,0.127077
1537,650000.000000,650000.000000,0.065000,0.029483,0.127077
1542,700000.000000,650000.000000,0.065000,0.029483,0.127077
1547,650000.000000,650000.000000,0.065000,0.029483,0.127077
1552,630000.000000,650000.000000,0.065000,0.029483,0.127077
1557,710000.000000,650000.000000,0.065000,0.029483,0.127077
1561,700000.000000,650000.000000,0.065000,0.029483,0.127077
1566,670000.000000,650000.000000,0.065000,0.029483,0.127077
1571,700000.000000,650000.000000,0.065000,0.029483,0.127077
1575,750000.000000,650000.000000,0.065000,0.029483,0.127077
1580,680000.000000,650000.000000,0.065000,0.029483,0.127077
1585,730000.000000,650000.000000,0.065000,0.029483,0.127077
1590,690000.000000,650000.000000,0.065000,0.029483,0.127077
1595,650000.000000,650000.000000,0.065000,0.029483,0.127077
1600,700000.000000,650000.000000,0.065000,0.029483,0.127077
1604,680000.000000,650000.000000,0.065000,0.029483,0.127077
1609,690000.000000,650000.000000,0.065000,0.029483,0.127077
1613,640000.000000,650000.000000,0.065000,0.029483,0.127077
1618,720000.000000,650000.000000,0.065000,0.029483,0.127077
1623,680000.000000,650000.000000,0.065000,0.029483,0.127077
1628,640000.000000,650000.000000,0.065000,0.029483,0.127077
1632,680000.000000,650000.000000,0.065000,0.029483,0.127077
1637,630000.000000,650000.000000,0.065000,0.029483,0.127077
1641,680000.000000,650000.000000,0.065000,0.029483,0.127077
1646,720000.000000,650000.000000,0.065000,0.029483,0.127077
1650,710000.000000,650000.000000,0.065000,0.029483,0.127077
1654,710000.000000,650000.000000,0.065000,0.029483,0.127077
1660,670000.000000,650000.000000,0.065000,0.029483,0.127077
1665,690000.000000,650000.000000,0.065000,0.029483,0.127077
1669,640000.000000,650000.000000,0.065000,0.029483,0.127077
1674,640000.000000,650000.000000,0.065000,0.029483,0.127077
1679,640000.000000,650000.000000,0.065000,0.029483,0.127077
1684,640000.000000,650000.000000,0.065000,0.029483,0.127077
1689,640000.000000,650000.000000,0.065000,0.029483,0.127077
1693,730000.000000,650000.000000,0.065000,0.029483,0.127077
1699,640000.000000,650000.000000,0.065000,0.029483,0.127077
1703,680000.000000,650000.000000,0.065000,0.029483,0.127077
1708,710000.000000,650000.000000,0.065000,0.029483,0.127077
1713,660000.000000,650000.000000,0.065000,0.029483,0.127077
1718,670000.000000,650000.000000,0.065000,0.029483,0.127077
1723,730000.000000,650000.000000,0.065000,0.029483,0.127077
1727,690000.000000,650000.000000,0.065000,0.029483,0.127077
1732,710000.000000,650000.000000,0.065000,0.029483,0.127077
1737,660000.000000,650000.000000,0.065000,0.029483,0.127077
1742,700000.000000,650000.000000,0.065000,0.029483,0.127077
1747,650000.000000,650000.000000,0.065000,0.029483,0.127077
1752,720000.000000,650000.000000,0.065000,0.029483,0.127077
1756,690000.000000,650000.000000,0.065000,0.029483,0.127077
1761,670000.000000,650000.000000,0.065000,0.029483,0.127077
1766,680000.000000,650000.000000,0.065000,0.029483,0.127077
1771,730000.000000,650000.000000,0.065000,0.029483,0.127077
1776,710000.000000,650000.000000,0.065000,0.029483,0.127077
1781,670000.000000,650000.000000,0.065000,0.029483,0.127077
1786,730000.000000,650000.000000,0.065000,0.029483,0.127077
1790,700000.000000,650000.000000,0.065000,0.029483,0.127077
1794,680000.000000,650000.000000,0.065000,0.029483,0.127077
1800,680000.000000,650000.000000,0.065000,0.029483,0.127077
1805,750000.000000,650000.000000,0.065000,0.029483,0.127077
1809,680000.000000,650000.000000,0.065000,0.029483,0.127077
1814,720000.000000,650000.000000,0.065000,0.029483,0.127077
1819,690000.000000,650000.000000,0.065000,0.029483,0.127077
1824,670000.000000,650000.000000,0.065000,0.029483,0.127077
1829,710000.000000,650000.000000,0.065000,0.029483,0.127077
1833,690000.000000,650000.000000,0.065000,0.029483,0.127077
1839,650000.000000,650000.000000,0.065000,0.029483,0.127077
1843,700000.000000,650000.000000,0.065000,0.029483,0.127077
1848,700000.000000,650000.000000,0.065000,0.029483,0.127077
1853,680000.000000,650000.000000,0.065000,0.029483,0.127077
1858,670000.000000,650000.000000,0.065000,0.029483,0.127077
1863,680000.000000,650000.000000,0.065000,0.029483,0.127077
1867,680000.000000,650000.000000,0.065000,0.029483,0.127077
1872,690000.000000,650000.000000,0.065000,0.029483,0.127077
1877,630000.000000,650000.000000,0.065000,0.029483,0.127077
1882,620000.000000,650000.000000,0.065000,0.029483,0.127077
1886,690000.000000,650000.000000,0.065000,0.029483,0.127077
1891,710000.000000,650000.000000,0.065000,0.029483,0.127077
1896,680000.000000,650000.000000,0.065000,0.029483,0.127077
1901,690000.000000,650000.000000,0.065000,0.029483,0.127077
1906,690000.000000,650000.000000,0.065000,0.029483,0.127077
1910,640000.000000,650000.000000,0.065000,0.029483,0.127077
1916,650000.000000,650000.000000,0.065000,0.029483,0.127077
1920,660000.000000,650000.000000,0.065000,0.029483,0.127077
1925,680000.000000,650000.000000,0.065000,0.029483,0.127077
1930,710000.000000,650000.000000,0.065000,0.029483,0.127077
1935,690000.000000,650000.000000,0.065000,0.029483,0.127077
1940,700000.000000,650000.000000,0.065000,0.029483,0.127077
1944,710000.000000,650000.000000,0.065000,0.029483,0.127077
1949,660000.000000,650000.000000,0.065000,0.029483,0.127077
1954,630000.000000,650000.000000,0.065000,0.029483,0.127077
1959,680000.000000,650000.000000,0.065000,0.029483,0.127077
1963,680000.000000,650000.000000,0.065000,0.029483,0.127077
1967,680000.000000,650000.000000,0.065000,0.029483,0.127077
1972,690000.000000,650000.000000,0.065000,0.029483,0.127077
1977,640000.000000,650000.000000,0.065000,0.029483,0.127077
1982,670000.000000,650000.000000,0.065000,0.029483,0.127077
1986,640000.000000,650000.000000,0.065000,0.029483,0.127077
1991,670000.000000,650000.000000,0.065000,0.029483,0.127077
1996,670000.000000,650000.000000,0.065000,0.029483,0.127077
2001,660000.000000,650000.000000,0.065000,0.029483,0.127077
2005,690000.000000,650000.000000,0.065000,0.029483,0.127077
2009,680000.000000,650000.000000,0.065000,0.029483,0.127077
2014,670000.000000,650000.000000,0.065000,0.029483,0.127077
2019,720000.000000,650000.000000,0.065000,0.029483,0.127077
2024,650000.000000,650000.000000,0.065000,0.029483,0.127077
2029,690000.000000,650000.000000,0.065000,0.029483,0.127077
2033,680000.000000,650000.000000,0.065000,0.029483,0.127077
2038,690000.000000,650000.000000,0.065000,0.029483,0.127077
2043,710000.000000,650000.000000,0.065000,0.029483,0.127077
2048,630000.000000,650000.000000,0.065000,0.029483,0.127077
2052,680000.000000,650000.000000,0.065000,0.029483,0.127077
2056,670000.000000,650000.000000,0.065000,0.029483,0.127077
2061,670000.000000,650000.000000,0.065000,0.029483,0.127077
2066,610000.000000,650000.000000,0.065000,0.029483,0.127077
2070,600000.000000,650000.000000,0.065000,0.029483,0.127077
2075,650000.000000,650000.000000,0.065000,0.029483,0.127077
2080,730000.000000,650000.000000,0.065000,0.029483,0.127077
2084,690000.000000,650000.000000,0.065000,0.029483,0.127077
2089,660000.000000,650000.000000,0.065000,0.029483,0.127077
2094,720000.000000,650000.000000,0.065000,0.029483,0.127077
2099,660000.000000,650000.000000,0.065000,0.029483,0.127077
2103,640000.000000,650000.000000,0.065000,0.029483,0.127077
2107,650000.000000,650000.000000,0.065000,0.029483,0.127077
2111,670000.000000,650000.000000,0.065000,0.029483,0.127077
2116,690000.000000,650000.000000,0.065000,0.029483,0.127077
2121,710000.000000,650000.000000,0.065000,0.029483,0.127077
2125,670000.000000,650000.000000,0.065000,0.029483,0.127077
2131,650000.000000,650000.000000,0.065000,0.029483,0.127077
2135,670000.000000,650000.000000,0.065000,0.029483,0.127077
2140,720000.000000,650000.000000,0.065000,0.029483,0.127077
2144,720000.000000,650000.000000,0.065000,0.029483,0.127077
2149,630000.000000,650000.000000,0.065000,0.029483,0.127077
2155,720000.000000,650000.000000,0.065000,0.029483,0.127077
2159,650000.000000,650000.000000,0.065000,0.029483,0.127077
2164,670000.000000,650000.000000,0.065000,0.029483,0.127077
2169,620000.000000,650000.000000,0.065000,0.029483,0.127077
2174,660000.000000,650000.000000,0.065000,0.029483,0.127077
2178,720000.000000,650000.000000,0.065000,0.029483,0.127077
2183,680000.000000,650000.000000,0.065000,0.029483,0.127077
2188,670000.000000,650000.000000,0.065000,0.029483,0.127077
2193,630000.000000,650000.000000,0.065000,0.029483,0.127077
2198,680000.000000,650000.000000,0.065000,0.029483,0.127077
2202,680000.000000,650000.000000,0.065000,0.029483,0.127077
2207,680000.000000,650000.000000,0.065000,0.029483,0.127077
2212,660000.000000,650000.000000,0.065000,0.029483,0.127077
2217,720000.000000,650000.000000,0.065000,0.029483,0.127077
2222,640000.000000,650000.000000,0.065000,0.029483,0.127077
2227,700000.000000,650000.000000,0.065000,0.029483,0.127077
2232,680000.000000,650000.000000,0.065000,0.029483,0.127077
2236,690000.000000,650000.000000,0.065000,0.029483,0.127077
2241,640000.000000,650000.000000,0.065000,0.029483,0.127077
2246,600000.000000,650000.000000,0.065000,0.029483,0.127077
2251,630000.000000,650000.000000,0.065000,0.029483,0.127077
2255,700000.000000,650000.000000,0.065000,0.029483,0.127077
2259,690000.000000,650000.000000,0.065000,0.029483,0.127077
2264,660000.000000,650000.000000,0.065000,0.029483,0.127077
2269,620000.000000,650000.000000,0.065000,0.029483,0.127077
2274,720000.000000,650000.000000,0.065000,0.029483,0.127077
2278,670000.000000,650000.000000,0.065000,0.029483,0.127077
2283,680000.000000,650000.000000,0.065000,0.029483,0.127077
2288,670000.000000,650000.000000,0.065000,0.029483,0.127077
2293,690000.000000,650000.000000,0.065000,0.029483,0.127077
2298,690000.000000,650000.000000,0.065000,0.029483,0.127077
2303,650000.000000,650000.000000,0.065000,0.029483,0.127077
2308,620000.000000,650000.000000,0.065000,0.029483,0.127077
2312,620000.000000,650000.000000,0.065000,0.029483,0.127077
2317,700000.000000,650000.000000,0.065000,0.029483,0.127077
2322,730000.000000,650000.000000,0.065000,0.029483,0.127077
2326,690000.000000,650000.000000,0.065000,0.029483,0.127077
2331,700000.000000,650000.000000,0.065000,0.029483,0.127077
2336,680000.000000,650000.000000,0.065000,0.029483,0.127077
2340,680000.000000,650000.000000,0.065000,0.029483,0.127077
2344,670000.000000,650000.000000,0.065000,0.029483,0.127077
2348,660000.000000,650000.000000,0.065000,0.029483,0.127077
2353,670000.000000,650000.000000,0.065000,0.029483,0.127077
2358,650000.000000,650000.000000,0.065000,0.029483,0.127077
2362,640000.000000,650000.000000,0.065000,0.029483,0.127077
2367,730000.000000,650000.000000,0.065000,0.029483,0.127077
2372,720000.000000,650000.000000,0.065000,0.029483,0.127077
2376,670000.000000,650000.000000,0.065000,0.029483,0.127077
2381,670000.000000,650000.000000,0.065000,0.029483,0.127077
2386,660000.000000,650000.000000,0.065000,0.029483,0.127077
2391,670000.000000,650000.000000,0.065000,0.029483,0.127077
2395,640000.000000,650000.000000,0.065000,0.029483,0.127077
2400,650000.000000,650000.000000,0.065000,0.029483,0.127077
2405,660000.000000,650000.000000,0.065000,0.029483,0.127077
2409,650000.000000,650000.000000,0.065000,0.029483,0.127077
2414,690000.000000,650000.000000,0.065000,0.029483,0.127077
2418,720000.000000,650000.000000,0.065000,0.029483,0.127077
2423,720000.000000,650000.000000,0.065000,0.029483,0.127077
2428,720000.000000,650000.000000,0.065000,0.029483,0.127077
2433,660000.000000,650000.000000,0.065000,0.029483,0.127077
2437,620000.000000,650000.000000,0.065000,0.029483,0.127077
2441,690000.000000,650000.000000,0.065000,0.029483,0.127077
2446,720000.000000,650000.000000,0.065000,0.029483,0.127077
2451,640000.000000,650000.000000,0.065000,0.029483,0.127077
2455,640000.000000,650000.000000,0.065000,0.029483,0.127077
2460,650000.000000,650000.000000,0.065000,0.029483,0.127077
2465,630000.000000,650000.000000,0.065000,0.029483,0.127077
2470,650000.000000,650000.000000,0.065000,0.029483,0.127077
2475,690000.000000,650000.000000,0.065000,0.029483,0.127077
2479,680000.000000,650000.000000,0.065000,0.029483,0.127077
2484,680000.000000,650000.000000,0.065000,0.029483,0.127077
