time_x,current_performance,target_performance,cpu_node_percentage,net_node_percentage,io_node_percentage
821,670000.000000,650000.000000,0.065000,0.029483,0.127077
825,680000.000000,650000.000000,0.065000,0.029483,0.127077
830,680000.000000,650000.000000,0.065000,0.029483,0.127077
835,660000.000000,650000.000000,0.065000,0.029483,0.127077
840,710000.000000,650000.000000,0.065000,0.029483,0.127077
844,690000.000000,650000.000000,0.065000,0.029483,0.127077
849,670000.000000,650000.000000,0.065000,0.029483,0.127077
854,620000.000000,650000.000000,0.065000,0.029483,0.127077
859,670000.000000,650000.000000,0.065000,0.029483,0.127077
864,650000.000000,650000.000000,0.065000,0.029483,0.127077
868,710000.000000,650000.000000,0.065000,0.029483,0.127077
874,680000.000000,650000.000000,0.065000,0.029483,0.127077
878,710000.000000,650000.000000,0.065000,0.029483,0.127077
883,710000.000000,650000.000000,0.065000,0.029483,0.127077
888,680000.000000,650000.000000,0.065000,0.029483,0.127077
